67,icmp,S0,223,75,1,209,5,59,183,1,223,145,8513,domain,54218,28887,70884,87520,77,1,0,673,136,1,0.67,0.3,0.33,61675,5075,204,41,319,156,0.69,0.46,0.81,169,122,0.36,0.03,0.09,0.03,0.75,0.26,0.8,0.6,normal
82,tcp,RSTO,218,21,1,85,83,198,30,0,211,154,42726,kshell,65095,69457,21479,39587,393,0,0,99,198,1,0.66,0.23,0.16,20771,56683,172,32,118,214,0.89,0.91,0.4,744,83,0.93,0.18,0.74,0.58,0.59,0.79,0.23,0.42,normal
161,icmp,S1,219,100,1,161,217,211,131,0,224,74,43801,private,96729,63436,31735,79030,693,0,1,374,657,0,0.22,0.22,0.6,12609,29264,220,281,156,255,0.5,0.37,0.49,78,661,0.31,0.59,0.92,0.16,0.75,0.57,0.87,0.25,normal
179,udp,S0,38,97,1,31,29,39,160,1,157,64,82133,ftp_data,98629,90819,40103,95265,49,0,1,396,883,0,0.04,0.97,0.52,48894,15048,339,394,116,418,0.96,0.72,0.23,732,454,0.44,0.8,0.33,0.13,0.95,0.7,0.57,0.34,normal
86,udp,S2,225,13,0,87,204,3,92,1,190,41,46300,kshell,77956,95851,64553,20892,652,1,0,527,75,0,0.76,0.13,0.64,13123,35676,463,314,320,182,0.52,0.68,0.52,647,398,0.12,0.76,0.33,0.62,0.46,0.21,0.17,0.13,normal
122,tcp,S0,29,12,1,59,7,9,122,0,191,59,53949,iso_tsap,20834,54372,67560,64517,640,1,1,832,183,0,0.06,0.71,0.67,99,13580,61,9,135,48,0.6,0.84,0.82,932,819,0.91,0.1,0.3,0.48,0.11,0.13,0.35,0.98,normal
5,icmp,OTH,149,53,1,189,2,41,61,0,43,91,39777,vmnet,87504,53955,28960,71968,322,0,0,324,258,0,0.69,0.24,0.47,45544,21984,434,205,40,444,0.53,0.16,0.44,357,606,0.81,0.46,0.44,0.3,0.6,0.09,0.68,0.39,successful-recon-largescale
96,icmp,RSTR,127,85,0,213,85,139,63,1,173,14,57445,tftp_u,23062,83383,6146,78815,618,1,1,731,618,0,0.32,0.65,0.06,43235,59723,482,133,41,409,0.5,0.68,0.93,502,371,0.38,0.92,0.87,0.21,0.9,0.84,0.91,0.74,bad-unknown
67,tcp,SH,99,255,1,253,15,12,245,1,235,88,25447,ldap,23958,66510,33137,81313,185,0,0,398,17,0,0.5,0.43,0.95,27941,17229,420,138,252,64,0.85,0.67,0.88,928,386,0.2,0.12,0.65,0.53,0.85,0.79,0.8,0.5,normal
9,udp,RSTR,58,251,1,42,235,141,17,0,95,102,47654,urh_i,82890,66001,80247,15916,531,1,1,747,462,0,0.84,0.41,0.96,55427,40460,55,390,91,496,0.3,0,0.55,452,602,0.19,0.47,0.74,0.04,0.96,0.83,0.1,0.34,normal
17,icmp,RSTOS0,38,13,0,175,100,182,133,0,113,30,86704,tftp_u,15278,5387,31888,34862,422,0,1,277,913,0,0.77,0.89,0.83,61044,35531,185,43,64,374,0.43,0.89,0.3,145,215,0.74,0.36,0.58,0.01,0.16,0.22,0.46,0.19,normal
71,icmp,S1,141,50,0,62,195,44,206,1,46,46,78140,urh_i,64133,93045,28364,15174,149,0,1,138,24,0,0.31,0.77,0.4,56875,17551,121,255,389,81,0.47,0.65,0.78,777,194,0.95,0.03,0.95,0.59,0.54,0.63,0.05,0.75,normal
72,tcp,OTH,250,11,1,79,175,153,98,0,129,61,31874,exec,30642,89095,13196,32063,621,1,0,262,925,0,0.17,0.22,0.4,9883,31264,114,207,158,87,0.26,0.18,0.17,465,467,0.6,0.69,0.39,0.96,0.52,0.48,0.83,0.54,normal
164,icmp,S0,239,219,1,68,107,246,71,1,140,28,75137,daytime,78562,72999,85914,60683,102,1,0,400,354,0,0.33,0.84,0.27,50864,36851,265,148,161,135,0.54,0.26,0.96,478,915,0.68,0.93,0.05,0.38,0.18,0.89,0.96,0.77,normal
25,icmp,OTH,64,190,1,74,130,229,37,0,154,128,24652,ftp_data,97215,66908,66259,67065,3,0,1,248,702,0,0.4,0.37,0.04,15735,57105,212,224,292,161,0.3,0.16,0.23,152,793,0.11,0.58,0.05,0.74,0.22,0.39,0.88,0.5,normal
237,udp,S1,71,176,1,189,67,94,184,1,17,109,22382,ecr_i,78383,14666,22366,56681,31,0,0,775,666,0,0.43,0.84,0.24,38457,15612,497,124,195,387,0.34,0.71,0.03,895,569,0.76,0.46,0.62,0.03,0.39,0.95,0.77,0.06,normal
