158,udp,REJ,62,46,1,152,78,168,72,1,132,32,31178,uucp_path,60431,91129,33277,7611,415,0,0,722,802,0,0.32,0.21,0.17,16013,16166,462,312,63,75,0.28,0.39,0.49,510,794,0.81,0.22,0.21,0.65,0.81,0.49,0.29,0.8,normal
73,icmp,S1,82,209,1,132,226,45,13,1,159,128,33187,domain,34893,87914,95328,87924,55,1,0,214,267,0,0.79,0.05,0.22,60504,49250,320,197,73,112,0.43,0.55,0.53,218,132,0.96,0.9,0.77,0.9,0.96,0.35,0.52,0.92,normal
178,tcp,SF,116,47,1,59,184,70,203,0,218,24,56830,bgp,18098,45637,31680,16762,376,1,1,187,18,0,0.37,0.02,0.76,36308,54213,265,47,6,418,0.77,0.49,0.12,823,747,0.58,0.46,0.76,0.09,0.64,0.99,0.44,0.67,normal
133,udp,RSTOS0,9,39,0,59,33,235,172,0,196,112,18682,hostnames,61217,98668,30507,65664,333,0,1,583,139,0,0.13,0.08,0.88,5995,12838,28,307,279,91,0.9,0.93,0.28,344,648,0.83,0.54,0.49,0.54,0,0.49,0.47,0.24,normal
218,udp,S2,80,24,0,197,106,37,52,1,157,135,75345,gopher,96200,94670,36402,27145,95,0,0,570,261,0,0.76,0.73,0.97,57135,50411,392,255,59,40,0.68,0.73,0.82,223,561,0.53,0.82,0.5,0.99,0.68,0.88,0.55,0.2,attempted-user
151,udp,RSTOS0,111,47,0,78,94,229,43,1,240,47,39263,csnet_ns,47,68823,73793,62537,184,0,0,238,280,0,0.43,0.47,0.27,31310,52833,163,239,225,393,0.72,0.87,0.5,638,603,0.14,0,0.81,0.43,0.34,0.5,0.78,0.88,normal
156,icmp,RSTOS0,198,98,1,199,108,206,101,0,50,118,53988,http_443,49329,83922,46880,87234,446,1,0,219,671,0,0.85,0.47,0.43,52823,61908,117,293,227,299,0.45,0.57,0.71,123,749,0.25,0.66,0.26,0.34,0.93,0.59,0.07,0.18,normal
225,icmp,SF,82,27,0,71,176,200,17,1,210,78,535,supdup,14721,54374,27668,48288,24,1,0,694,933,0,0.38,0.56,0.13,31925,11307,204,319,33,379,0.36,0.97,0.23,69,329,0.2,0.28,0.11,0.53,0.62,0.34,0.12,0.05,normal
97,icmp,RSTOS0,80,5,0,7,141,160,24,1,203,135,87742,ldap,70134,62545,47678,50879,585,0,1,859,640,0,0.36,0.46,0.59,31601,13168,405,230,342,200,0.84,0.84,0.39,112,724,0.53,0.81,0.29,0.79,0.92,0.11,0.3,0.47,normal
34,udp,SH,231,103,0,184,77,70,49,1,150,78,38536,X11,10998,98697,26960,83489,478,0,0,500,756,0,0.22,0.58,0.45,9979,20386,68,47,94,55,0.61,0.51,0.16,509,920,0.06,0.62,0.79,0.88,0.59,0.56,0.09,0.04,non-standard-protocol
126,udp,RSTOS0,144,23,0,77,32,20,8,1,252,90,4968,remote_job,46347,42952,45639,75014,533,1,1,867,263,0,0.37,0.13,0.25,18441,10717,395,135,270,390,0.2,0.15,0.49,501,88,0.17,0.13,0.98,0.59,0.06,0.39,0.6,0.57,normal
70,udp,RSTR,175,39,1,242,186,176,67,0,166,67,5663,nntp,94381,68703,22277,38069,594,0,1,228,537,0,0.4,0.07,0.31,34060,19566,391,5,155,203,0.65,0.08,0.49,568,543,0.74,0.77,0.35,0.07,0.19,0.23,0.51,0.53,network-scan
37,udp,S1,172,236,1,51,224,184,23,0,55,85,26084,tim_i,13283,52904,60685,87302,183,0,0,180,429,0,0.35,0.56,0.18,8180,16592,411,201,111,358,0.07,0.88,0.06,167,490,0.59,0.37,0.2,0.21,0.48,0.9,0.93,0.9,trojan-activity
155,icmp,RSTO,199,24,1,121,142,136,27,0,104,40,35276,http_2784,75012,41690,66144,66364,126,0,1,547,981,0,0.2,0.43,0.3,29926,61503,277,219,191,430,0.47,0.79,0.69,461,803,0.92,0.51,0.1,0.7,0.88,0.17,0.35,0.07,normal
223,tcp,RSTOS0,197,96,1,90,21,114,233,1,197,72,52054,supdup,88514,43720,89773,88617,524,1,1,313,788,0,0.08,0.49,0.81,5331,47179,461,330,327,158,0.5,0.54,0.07,770,806,0.53,0.65,0.82,0.09,0.81,0.6,0.52,0.04,normal
103,udp,RSTOS0,150,76,0,33,215,80,229,1,89,56,52454,netbios_ns,1702,19891,55307,87522,11,1,1,128,312,0,0.58,0.83,0.88,46365,64683,160,119,14,428,0.35,0.37,0.46,607,1000,0.71,0.39,0.47,0.85,0.66,0.73,0,0.49,attempted-dos
126,udp,S2,130,18,0,175,245,249,171,1,173,63,87408,ftp_data,1735,11308,50256,45458,279,1,1,467,408,0,0.79,0.33,0.95,37264,53246,303,120,223,205,0.01,0.45,0.58,831,861,0.44,0.77,0.71,0.88,0.99,0.44,0.75,0.49,normal
209,tcp,RSTO,157,210,0,249,132,74,250,0,52,13,63713,http_8001,39383,69284,44601,70334,447,1,0,406,424,0,0.87,0.71,0.38,36821,1894,408,94,395,120,0.74,0.4,0.83,539,245,0.65,0.1,0.57,0.06,0.85,0.57,0.54,0.02,normal
50,icmp,S0,11,125,0,141,237,195,222,1,98,75,55317,gopher,11800,52441,38514,71439,656,1,0,887,262,0,0.7,0.2,0.25,39046,57192,160,172,242,177,0.48,0.96,0.54,100,628,0.79,0.32,0.25,0.36,0.16,0.08,0.36,0.24,normal
108,udp,RSTOS0,172,62,1,160,26,59,126,1,1,84,51214,echo,91566,63216,58237,15031,295,1,0,107,926,0,0.11,0.32,0.33,18998,60099,216,229,180,454,0.82,0.13,0.9,379,562,0.07,0.02,0.3,0.53,0.8,0.39,0.42,0.96,network-scan
171,icmp,RSTR,222,35,1,254,28,214,187,0,206,124,22025,domain,77604,68197,37572,2917,153,0,0,109,549,0,0.67,0.86,0.46,20114,31177,155,257,185,358,0.44,0.94,0.79,225,872,0.81,0.72,0.19,0.32,0.76,0.79,0.37,0.71,misc-activity
125,icmp,S3,139,46,0,106,131,178,9,1,185,2,2529,pop_3,23650,72028,88458,20700,420,1,1,291,578,0,0.3,0.12,0.13,23974,42001,80,143,198,366,0.51,0.99,0.6,302,621,0.27,0.35,0.57,0.63,0.81,0.65,0.7,0.59,misc-attack
24,icmp,OTH,31,56,0,129,235,196,85,0,47,142,26943,bgp,88732,63646,62215,10626,495,1,1,323,698,0,0.24,0.47,0.1,22729,23805,240,32,191,455,0.35,0.98,0.11,859,367,0.14,0.01,0.69,0.82,0.25,0.66,0.81,0.61,successful-dos
152,tcp,RSTO,91,233,1,105,67,162,127,1,3,30,8095,hostnames,9592,62820,81996,27180,122,1,1,793,573,0,0.39,0.34,0.12,17974,49729,203,151,259,345,0.14,0.52,0.17,547,378,0.07,0.68,0.61,0.55,0.36,0.92,0.54,0.34,normal
29,udp,S0,107,105,1,155,177,74,209,1,144,119,77257,printer,48082,67361,52096,5758,446,0,1,159,885,0,0.71,0.52,0.28,5494,9716,381,169,361,471,0.77,0.28,0.78,253,41,0.56,0.55,0.25,0.67,0.26,0.5,0.74,0.3,normal
169,icmp,RSTO,9,6,0,206,76,41,193,1,80,67,76108,sunrpc,32927,41264,33582,63217,26,1,1,734,786,0,0.57,0.79,0.91,45731,49158,118,361,184,162,0.29,0.15,0.32,31,487,0.15,0.87,0,0.91,0.61,0.78,0.85,0.41,normal
166,udp,S0,219,174,0,1,116,103,24,1,39,113,9507,gopher,10547,89081,58574,80487,568,1,1,710,303,0,0.07,0.58,0.62,57079,20311,54,335,382,396,0.57,0.95,0.03,28,293,0.88,0.1,0.07,0.61,0.31,0.74,0.88,0.36,normal
