251,icmp,SF,25,213,0,59,251,26,230,1,53,97,1955,smtp,95776,68860,62412,56498,582,0,0,322,327,0,0.57,0.77,0.18,65095,39352,74,363,269,477,0.91,0.23,0.91,980,384,0.53,0.44,0.78,0.19,0.81,0.91,0.29,0.59,normal
87,tcp,RSTOS0,83,228,1,141,211,72,120,1,31,0,94358,tim_i,35327,39702,20198,62025,651,0,1,347,820,0,0.21,0.58,0.75,11907,65310,268,375,202,354,0.3,0.63,0.66,930,713,0.2,0.26,0.21,0.1,0.52,0.41,0.47,0.74,normal
201,udp,RSTO,37,20,1,54,171,68,177,0,224,91,68109,systat,97724,91926,78046,91821,187,1,0,531,869,0,0.96,0.45,0.14,34502,22091,132,281,78,40,0.42,0.78,0.78,302,3,0.64,0.92,0.62,0.96,0.64,0.96,0.07,0.95,normal
230,icmp,RSTR,148,168,0,132,253,79,112,0,214,70,74269,discard,48877,54445,71539,96778,609,1,1,750,1000,0,0.89,0,0.25,31356,8800,26,81,242,424,0.36,0.77,0.15,737,319,0.66,0.97,0.85,0.94,0.01,0.67,0.11,0.84,icmp-event
213,tcp,S3,39,58,1,243,0,203,169,1,140,37,57750,mtp,80710,96506,18387,38767,125,0,0,307,558,0,0.65,0.4,0.3,28552,46337,414,184,389,344,0.69,0.88,0.76,562,525,0.62,0.56,0.07,0.96,0.04,0.22,0.02,0.86,normal
66,udp,S1,144,35,1,81,50,37,94,0,44,113,27424,http_8001,6377,47027,69728,48668,560,0,1,763,90,0,0.81,0.49,0.57,4824,61916,92,166,67,278,0.36,0.31,0.27,631,324,0.19,0.19,0.82,0.34,0.94,0.29,0.86,0.42,shellcode-detect
220,udp,S2,99,57,1,244,117,88,123,1,138,79,14359,nnsp,15244,94430,47689,13629,355,1,1,700,342,0,0.28,0.74,0.54,33350,33208,294,215,382,390,0.85,0.28,0.99,325,860,0.89,0.96,0.6,0.66,0.98,0.99,0.89,0.37,protocol-command-decode
136,icmp,SH,119,254,0,63,160,186,182,0,241,34,76436,courier,92345,56164,70952,65648,435,0,1,796,852,0,0.15,0.73,0.57,49159,6409,322,166,366,105,0.45,0.64,0.66,339,511,0.04,0.2,0.92,0.58,0.29,0.38,0.59,0.37,normal
174,icmp,REJ,61,198,1,227,35,31,195,0,167,129,47824,aol,42333,49491,22097,52400,76,0,0,443,770,0,0.36,0.7,0.54,21937,10188,419,254,189,281,0.44,0.92,0.85,910,93,0.71,0.9,0.03,0.53,0.92,0.28,0.61,0.2,normal
106,tcp,S0,7,87,0,187,141,5,110,1,70,83,66629,uucp_path,34453,70195,2983,6775,690,0,1,146,655,0,0.94,0.76,0.2,12387,64211,421,385,54,202,0.08,0.39,0.85,593,430,0.79,0.6,0.83,0.02,0.88,0.62,0.68,0.27,trojan-activity
213,udp,SF,148,136,1,110,154,70,54,0,1,37,6218,auth,47559,95124,45287,46767,663,0,1,84,138,0,0.78,0.28,0.44,57623,36477,73,238,286,355,0.65,0.36,0.25,349,652,0.24,0.29,0.71,0.55,0.78,0.73,0.73,0,normal
124,udp,SF,187,65,0,130,140,161,205,1,41,43,68773,red_i,70834,40119,49490,3260,599,0,1,126,991,0,0.56,0.47,0.87,34571,31988,404,140,267,401,0.37,0.78,0.74,769,189,0.7,0.39,0.93,0.84,0.59,0.74,0.78,0.54,normal
75,icmp,S3,19,207,0,43,230,69,33,0,249,54,45283,X11,64935,39110,55668,64153,567,1,1,19,734,0,0.88,0.73,0.85,6796,5619,284,241,274,420,0.06,0.72,0.47,304,319,0.96,0.8,0.93,0.94,0.47,0.45,0.12,0.93,normal
250,icmp,S1,190,234,0,174,119,189,88,0,216,20,86532,ctf,47299,27504,54799,67396,293,0,1,284,204,0,0.8,0.27,0.31,42400,63901,95,77,393,127,0.34,0.61,0.03,279,312,0.3,0.15,0.91,0.21,0.57,0.7,0.59,0.82,normal
70,icmp,RSTO,86,137,0,244,65,66,47,0,73,94,97292,urh_i,12231,40864,2777,9346,66,0,1,758,138,0,0,0.9,0.34,22202,23823,132,125,265,480,0.25,0.91,0.64,259,94,0.43,0.44,0.06,0.51,0.04,0.48,0.66,0.65,normal
14,udp,S0,107,21,1,249,244,94,36,1,224,105,19335,ftp_data,5711,44651,98252,12040,345,1,0,709,933,0,0.97,0,0.64,49759,58350,420,340,389,401,0.52,0.59,0.95,867,103,0.39,0.6,0.59,0.96,0.06,0.9,0.43,0.94,successful-user
104,tcp,S2,194,193,0,198,251,47,226,0,102,35,76114,netbios_ssn,38637,16985,52793,67675,47,1,1,53,288,0,0.45,0.85,0.12,23481,27982,409,86,125,207,0.64,0.19,0.13,642,737,0.62,0.76,0.03,0.34,0.4,0.95,0.8,0.53,trojan-activity
178,udp,S2,250,77,1,58,3,116,218,0,174,135,5336,ftp_data,39602,63546,71935,9420,406,1,0,876,810,0,0.03,0.91,0.04,53396,9655,40,341,384,78,0.36,0.61,0.62,883,370,0.96,0.8,0.35,0.06,0.38,0.08,0.4,0.31,normal
238,tcp,S1,97,152,0,215,109,143,138,1,219,61,74428,ntp_u,50838,38334,54635,39152,550,0,0,777,290,0,0.68,0.57,0.12,1965,19282,87,231,268,432,0.76,0.11,0.9,513,275,0.06,0.42,0.52,0.24,0.07,0.63,0.96,0.54,normal
206,tcp,OTH,24,7,0,105,103,53,107,0,24,111,26267,exec,5597,41481,36448,20188,186,1,0,308,634,0,0.12,0.49,0.42,53404,40567,469,211,338,25,0.8,0.67,0.4,518,247,0.28,0.93,0.33,0.33,0.21,0.56,0.14,0.4,normal
238,tcp,S2,20,168,1,69,254,118,246,1,193,63,70108,remote_job,40875,33517,30297,93662,119,0,1,889,782,0,0.45,0.04,0.3,4662,33547,81,240,58,258,0.3,0.56,0.72,835,812,0.71,0.53,0.18,0.68,0.59,0.02,0.94,0.84,normal
57,icmp,OTH,53,155,0,222,71,255,29,1,91,113,38908,http_443,96094,80442,17937,55487,78,1,0,612,835,0,0.28,0.23,0.82,17821,25815,235,43,394,95,0.84,0.64,0.4,910,74,0.66,0.87,0.46,0.63,0.01,0.11,0.13,0.49,normal
83,udp,RSTR,232,15,1,45,185,249,203,0,167,77,93446,urh_i,48209,11797,9553,57518,226,1,1,850,220,0,0.4,0.73,0.38,57351,3286,367,72,391,3,0.85,0.6,0.39,152,374,0.63,0.06,0.99,0.96,0.58,0.52,0.07,0.74,unknown
248,udp,S1,187,170,0,45,4,47,190,0,27,5,39978,http_443,41008,40677,58172,64330,287,0,1,14,417,0,0.98,0.28,0.83,10443,30039,99,74,56,342,0.36,0.69,0.43,74,168,0.8,0.32,0.79,0.05,0.24,0.64,0.25,0.6,normal
233,icmp,REJ,120,158,0,24,59,67,238,0,50,140,88144,private,92079,5867,59851,61201,174,1,1,849,204,0,0.56,0.64,0.41,58512,411,214,246,239,410,0.11,0.07,0.73,515,38,0.8,0.26,0.45,0.49,0.24,0.13,0.48,0.78,normal
128,tcp,RSTR,81,50,1,26,208,36,116,0,96,46,23462,discard,73028,90087,57606,36969,75,1,1,324,114,0,0.77,0.5,0.95,58632,56819,348,85,323,422,0.04,0.14,0.33,770,669,0.14,0.9,0.51,0.56,0.48,0.31,0.69,0.79,unknown
78,udp,SH,192,130,0,64,120,217,89,1,175,56,3039,csnet_ns,24937,12587,56214,58608,441,1,0,4,225,0,0.68,0.92,0.86,63627,850,330,126,331,92,0.01,0.39,0.97,611,784,0.96,0.64,0.15,0.42,0.37,0.89,0.43,0.87,normal
35,icmp,S2,143,11,1,104,186,155,147,0,185,9,74755,IRC,85269,83372,63133,40403,463,1,0,721,753,0,0.01,0.19,0.21,39997,28825,55,337,390,373,0.1,0.83,0.31,403,680,0.37,0.91,0.28,0.33,0.61,0.29,0.01,0.12,normal
247,tcp,RSTO,56,154,1,230,51,234,173,0,234,31,89542,netbios_ns,19305,8245,75221,76176,656,1,1,240,988,0,0.78,0.18,0.09,12322,13975,294,390,368,300,0.41,0.06,0.85,350,496,0.33,0.55,0.99,0.74,0.63,0.15,0.34,0.86,normal
