145,icmp,RSTR,180,9,1,214,169,88,238,1,166,40,57964,tftp_u,1493,15503,23003,13498,311,0,1,203,928,0,0.13,0.28,0.93,65070,33954,24,162,44,410,0.43,0.65,0.71,631,621,0.36,0.97,0.86,0.39,0.48,0.58,0.42,0.64,normal
57,udp,S1,192,141,0,45,91,16,127,1,41,100,4002,ntp_u,52313,93305,50413,39187,355,1,1,540,883,0,0.31,0.96,0.56,872,63745,349,276,145,490,0.84,0.49,0.97,753,541,0.78,0.04,0.1,0,0.72,0.9,0.3,0.11,normal
180,tcp,RSTR,58,204,1,172,150,173,198,0,45,68,50275,pop_2,34511,47008,37014,37398,318,0,1,347,379,0,0.82,0.5,0.24,37464,64232,402,83,50,356,0.71,0.24,0.2,107,107,0.61,0.57,0.63,0.37,0.45,0.3,0.07,0.69,normal
247,tcp,OTH,126,148,1,183,139,10,86,0,6,151,32209,rje,32734,56514,40406,65585,327,0,0,557,689,0,0.94,0.82,0.04,19581,60304,36,376,236,357,0.08,0.28,0.36,673,210,0.96,0.31,0.04,0.3,0.39,0.31,0.59,0.84,normal
225,tcp,RSTR,251,191,1,154,92,55,29,0,121,129,87766,http_8001,61636,73826,50806,51552,541,1,0,349,411,0,0.97,0.83,0.16,61521,51488,160,322,378,363,0.08,0.34,0.08,270,975,0.66,0.67,0.28,0.45,0.98,0.76,0.39,0.35,normal
74,udp,S2,190,209,1,192,149,52,210,1,83,154,19761,name,67216,53738,75275,73190,408,0,1,578,801,0,0.72,0.21,0.29,61810,33504,246,47,59,31,0.87,0.91,0.92,211,878,0.94,0.6,0.28,0.85,0.82,0.73,0.86,0.98,normal
198,icmp,S3,147,120,0,154,38,13,68,1,67,67,80657,ssh,72874,80423,87917,68382,52,1,1,112,918,0,0.04,0.09,0.3,3525,31271,447,71,206,331,0.79,0.23,0.4,923,77,0.73,0,0.98,0.77,0.34,0.63,0.14,0.4,normal
119,tcp,REJ,49,224,1,4,254,234,238,0,225,132,18179,login,14418,58424,7030,55501,625,1,0,223,697,0,0.62,0.59,0.93,21111,18871,311,81,170,341,0.6,0.14,0.96,202,261,0.44,0.56,0.75,0.4,0.89,0.05,0.79,0.38,shellcode-detect
58,icmp,REJ,21,188,1,200,71,68,176,0,187,43,77022,auth,82282,6588,42071,25713,109,0,0,611,874,0,0.79,0,0.47,39712,54298,299,305,396,462,0.92,0.24,0.62,238,986,0.35,0.29,0.25,0.94,0.96,0.78,0.6,0.42,normal
118,icmp,REJ,182,216,0,242,85,231,40,0,87,18,58280,urp_i,15127,43422,34167,55339,113,0,1,618,465,0,0.16,0.19,0.81,50166,38166,403,58,252,461,0.06,0.74,0.02,323,825,0.79,0.12,0.66,0.88,0.26,0.89,0.39,0.2,normal
86,tcp,OTH,49,80,1,249,207,182,141,1,237,3,95238,remote_job,71219,91010,51474,78501,23,0,1,615,73,0,0.39,0.51,0.66,12175,59923,299,106,52,132,0.97,0.27,0.58,665,508,0.48,0.9,0.79,0.71,0.79,0.38,0.92,0.66,normal
131,udp,RSTO,12,29,1,4,90,174,213,1,213,46,44306,netbios_ns,9247,96892,81081,35006,427,0,0,121,691,0,0.51,0.68,0.44,13433,50121,339,247,275,328,0.29,0.74,0.22,821,588,0.62,0.59,0.96,0.37,0.36,0.39,0.09,0.08,successful-dos
175,udp,S0,30,134,0,135,240,143,141,1,70,49,31170,aol,36338,48793,24058,88143,482,1,0,211,923,0,0.67,0.86,0.44,30262,10604,91,147,187,421,0.47,0.71,0.75,18,388,0.14,0.57,0.85,0.97,0.29,0.94,0.93,0.12,normal
239,tcp,REJ,106,76,1,112,32,191,134,0,183,63,75334,netbios_ns,22285,88352,53741,79901,25,1,1,613,590,0,0.36,0.45,0.33,33092,30023,244,143,308,473,0.12,0.15,0.9,966,243,0.84,0.56,0.2,0.07,0.82,0.32,0.35,0.74,normal
214,icmp,S3,13,99,1,219,175,160,249,1,63,28,74101,smtp,58369,95516,2638,58951,98,1,0,863,251,0,0.98,0.78,0.73,62650,15932,489,28,113,19,0.74,0.97,0.05,742,220,0.18,0.37,0.11,0.06,0.78,0.43,0.41,0.91,successful-user
157,icmp,S0,56,216,1,134,190,216,119,0,179,60,48139,bgp,87785,43371,77198,71274,437,0,0,846,771,0,0.87,0.98,0.48,59405,59414,231,230,175,15,0.9,0.61,0.9,759,619,0.79,0.6,0.41,0.45,0.56,0.34,0.34,0.03,normal
103,tcp,S3,255,172,0,118,195,52,120,1,65,75,15017,kshell,912,65432,70910,86148,314,0,0,969,180,0,0.3,0.49,0.2,53251,2805,78,90,189,5,0.57,0.76,0.39,1,680,0.21,0.23,0.28,0.29,0.58,0.25,0.18,0.95,normal
0,tcp,S3,70,227,0,37,59,223,65,1,1,24,85404,link,9919,54688,67929,29886,661,1,0,948,243,0,0.36,0.35,0.05,29652,17054,152,364,52,490,0.88,0.69,0.43,993,759,0.97,0.31,0.24,0.83,0.75,0.14,0.03,0.64,normal
159,udp,RSTO,5,226,0,41,194,232,158,1,112,96,1530,netbios_ns,38598,87591,89803,79921,362,0,0,152,663,0,0.63,0.11,0.32,45480,7477,448,375,342,117,0.7,0.66,0.14,311,874,0.81,0.94,0.91,0.9,0.71,0.9,0.97,0.54,normal
25,udp,S3,95,107,1,238,182,26,182,0,39,107,54361,http_2784,57856,12230,53295,15895,685,1,0,389,450,0,0.92,0.2,0.45,37552,18588,7,376,391,153,0.47,0.15,0.66,60,490,0.32,0.89,0.35,0.26,0.25,0.71,0.59,0.46,tcp-connection
